id,issuedDate,distributorid,status,validFrom,validThrough,type,planesValue,horizontalSize,verticalSize,area,CATUTTC,district
64758-17-П-1,2018-04-06,9806443,Чинний,2018-04-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.733,0.38,1.4185,UA80000000001078669,Шевченківський
64955-17,2024-03-28,40720198,Чинний,2024-08-14,2029-08-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,1.2,3.6,UA80000000000551439,Оболонський
65132-17,2018-07-26,40093944,Чинний,2018-07-26,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.7,0.85,5.695,UA80000000000210193,Дарницький
64871-17,2018-03-26,32294897,Чинний,2018-03-26,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.65,1.43,UA80000000000980793,Солом'янський
64087-17-П-1,2023-09-05,36203680,Чинний,2024-02-16,2029-02-15,"Банер, панно на фасаді будинку (будівлі)",1.0,15.0,48.0,720.0,UA80000000000980793,Солом'янський
64066-17,2017-12-06,36676944,Чинний,2017-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.0,1.0,4.0,UA80000000000551439,Оболонський
64246-17,2017-12-06,38916558,Чинний,2017-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,0.9,0.65,0.585,UA80000000001078669,Шевченківський
64020-17,2023-11-23,38321216,Чинний,2024-05-14,2029-05-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.73,1.05,9.1665,UA80000000000126643,Голосіївський
63902-17,2017-12-06,40982829,Чинний,2017-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,16.0,2.0,32.0,UA80000000000210193,Дарницький
63993-17,2017-12-06,21635240,Чинний,2017-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.9,0.76,2.964,UA80000000000336424,Деснянський
64176-17,2017-12-06,35679295,Чинний,2017-12-06,2026-02-04,Щит на фасаді будинку (суцільний),1.0,4.0,1.86,7.44,UA80000000000875983,Святошинський
64022-17,2017-12-06,38321216,Чинний,2017-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.4,1.05,4.62,UA80000000000126643,Голосіївський
64019-17,2023-11-23,38321216,Чинний,2024-05-14,2029-05-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.5,3.23,8.075,UA80000000000126643,Голосіївський
64353-17,2017-12-06,41186484,Чинний,2017-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.5,0.7,1.75,UA80000000000551439,Оболонський
64310-17,2017-12-06,25384496,Чинний,2017-12-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,11.0,2.4,26.4,UA80000000000551439,Оболонський
64386-17,2023-09-28,34709124,Чинний,2024-02-16,2029-02-15,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,8.35,1.17,9.7695,UA80000000000336424,Деснянський
64819-17,2023-10-19,41286795,Чинний,2024-02-16,2029-02-15,"Банер, панно на фасаді будинку (будівлі)",1.0,11.7,23.6,276.12,UA80000000000624772,Печерський
65009-17,2023-09-20,36203680,Чинний,2024-02-16,2029-02-15,"Банер, панно на фасаді будинку (будівлі)",1.0,11.0,23.0,253.0,UA80000000001078669,Шевченківський
65016-17,2018-04-16,36158586,Чинний,2018-04-16,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,13.2,0.82,10.824,UA80000000001078669,Шевченківський
65265-17,2023-09-05,32386534,Чинний,2024-02-16,2029-02-15,Зупинковий комплекс та/або павільйон (брендування),6.0,1.2,1.8,12.96,UA80000000001078669,Шевченківський
65169-17,2018-03-14,9807862,Чинний,2018-03-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.82,1.2,5.784,UA80000000000479391,Дніпровський
64927-17,2024-08-27,35591059,Чинний,2025-02-10,2030-02-09,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.3,0.6,1.98,UA80000000000980793,Солом'янський
64637-17,2018-02-05,14360570,Чинний,2018-02-05,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.3,0.75,3.975,UA80000000001078669,Шевченківський
65134-17,2023-10-20,41540007,Чинний,2024-02-16,2029-02-15,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,18.44,1.2,22.128,UA80000000000479391,Дніпровський
64981-17,2023-12-05,21509937,Чинний,2024-05-14,2029-05-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,1.2,1.2,1.44,UA80000000000875983,Святошинський
65060-17,2023-10-11,40982829,Чинний,2024-02-16,2029-02-15,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.0,2.7,8.1,UA80000000000875983,Святошинський
64761-17,2024-06-13,35591059,Чинний,2024-11-12,2029-11-11,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.34,0.4,2.136,UA80000000000479391,Дніпровський
65150-17,2018-03-06,32294897,Чинний,2018-03-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.85,1.87,UA80000000000479391,Дніпровський
65151-17,2018-05-14,32294897,Чинний,2018-05-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.85,1.87,UA80000000001078669,Шевченківський
65152-17,2018-05-14,32294897,Чинний,2018-05-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.85,1.87,UA80000000001078669,Шевченківський
65199-17,2018-05-22,39326571,Чинний,2018-05-22,2026-02-04,"Банер, панно на фасаді будинку (будівлі)",1.0,17.5,22.5,393.75,UA80000000000551439,Оболонський
65115-17,2018-07-26,37470510,Чинний,2018-07-26,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,13.1,0.7,9.17,UA80000000000126643,Голосіївський
65102-17,2024-04-11,31607054,Чинний,2024-08-14,2029-08-13,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.87,1.1,3.157,UA80000000000210193,Дарницький
65088-17,2018-06-21,34048360,Чинний,2018-06-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.1,0.5,1.05,UA80000000000875983,Святошинський
65178-17,2018-05-02,24932820,Чинний,2018-05-02,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,6.0,0.5,3.0,UA80000000000624772,Печерський
65299-17,2018-02-26,32294897,Чинний,2018-02-26,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,2.2,0.85,1.87,UA80000000000875983,Святошинський
64961-17,2018-02-23,36644661,Чинний,2018-02-23,2026-02-04,"Банер, панно на фасаді будинку (будівлі) та/або будівельних риштуваннях",1.0,23.0,30.0,690.0,UA80000000001078669,Шевченківський
65186-17,2018-03-06,35679295,Чинний,2018-03-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.27,6.5,27.755,UA80000000000336424,Деснянський
65187-17,2018-03-06,35679295,Чинний,2018-03-06,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,4.898,6.5,31.837,UA80000000000126643,Голосіївський
65209-17,2023-10-19,37176847,Чинний,2024-02-16,2029-02-15,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,21.0,1.52,31.92,UA80000000000336424,Деснянський
65168-17,2018-03-14,9807862,Чинний,2018-03-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,3.65,0.92,3.358,UA80000000000479391,Дніпровський
65039-17,2018-03-14,30931228,Чинний,2018-03-14,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,13.69,1.0,13.69,UA80000000000336424,Деснянський
65117-17,2018-06-21,37922217,Чинний,2018-06-21,2026-02-04,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,5.2,0.37,1.924,UA80000000000719633,Подільський
65208-17,2023-10-19,37176847,Чинний,2024-02-16,2029-02-15,Спеціальна рекламна конструкція на фасаді будинку (будівлі),1.0,21.0,1.52,31.92,UA80000000000336424,Деснянський
